Unnamed: 0,ID,Url,original_text,gpt.4.1.mini_stance,Date,Topic
31935,31935,http://twitter.com/Noneyabuz2/statuses/1866280692134662326,☝️ another person who doesn't understand the system and helped Luigi have an idiotic viewpoint.,1,12/10/2024 0:36,3
31940,31940,http://twitter.com/Brianlaw_hammer/statuses/1866280618889273414,"he stood up for the people and took action against the corrupt health insurance companies is what he did. In this house, Luigi Mangione is a hero. End. Of. Story.",1,12/10/2024 0:35,0
32014,32014,http://twitter.com/StalwartCoug/statuses/1866279602772922705,". Lorenz experienced “joy” at the murder of Brian Thompson. What a psychopath. 

On the flip side, kudos to the McDonald’s employee who identified the murderer & called the police.",1,12/10/2024 0:31,14
32019,32019,http://twitter.com/SamCMontoya/statuses/1866279552407994371,"PURE EVIL: There are no words to describe how sick and evil Taylor Lorenz is. She literally laughed and says she felt ""joy"" when Brian Thompson was killed.

Taylor Lorenz is a heartless, disgusting subhuman piece of trash.",1,12/10/2024 0:31,14
32047,32047,http://twitter.com/ElephantOpin/statuses/1866279143907770626,"You just described how Luigi will be turned out in prison!! 

Congrats on simping for a murderer.",1,12/10/2024 0:29,3
32149,32149,http://twitter.com/AlexBerenson/statuses/1866277310522851354,"Obviously, there's a ton we do not know about the Unitedhealthcare (alleged) shooter.

What we do know already: all those progressives who cheered it and hoped - yes, hoped - it would be a ""justified"" killing, a denied care tit-for-tat, have humiliated themselves yet again.",1,12/10/2024 0:22,11
32183,32183,http://twitter.com/stockgap/statuses/1866276624662241390,"Don't tell me this Luigi guy is some sort of hero. He came from a very wealthy family. He could've used his family's wealth and influence to effectuate real change.

Instead, he killed an innocent stranger on the street in cold blood and now a couple children get to spend the…",1,12/10/2024 0:19,3
32280,32280,http://twitter.com/tayui_bea/statuses/1866274909607121014,"The fact that “FREE HIM” is trending is killing me😂😂😂😂

Besides seeing him as a hot, intelligent man who had a bright future, you’d do well to remember Luigi Mangione killed someone",1,12/10/2024 0:13,0
32502,32502,http://twitter.com/alexander_edmar/statuses/1866271015061598280,"Luigi Mangione is a coward who shot a man in the back instead of stepping up to him like a real man and fighting him and beating his ass. At least the man would live another day, but no killed him for what? Now you have these idiots on social media glorifying his actions. FOH",1,12/9/2024 23:57,0
32534,32534,http://twitter.com/bratcrack/statuses/1866270545756488044,Well the difference is Flop Bundy killed a bunch of innocent people. Daddy Luigi killed someone who killed a bunch of innocent people.,1,12/9/2024 23:55,12
32632,32632,http://twitter.com/myopinion6810/statuses/1866268781288587301,"The leftists are insane. They hate Daniel Penny for stepping up and protecting innocent people, but they celebrate Luigi Mangione for murdering an innocent person in cold blood. Make it make sense!!",1,12/9/2024 23:48,5
32680,32680,http://twitter.com/lorenza71319/statuses/1866267841034420711,"Mug Shot of Luigi Mangione.

Stop glorifying him. Stop turning him into a meme. Stop acting like what he did was justified or excusable in any way.

He’s an alleged murderer. Brian Thompson was a real person with a family who loved him—a family now left shattered. Show some…",1,12/9/2024 23:45,0
32693,32693,http://twitter.com/MAGASOTA_2024/statuses/1866267558950867361,I really hope when you die someday people act happy about it and say it was a good thing that you died. Because that’s how hateful you’re being when you say that you’re happy Brian Thompson died.,1,12/9/2024 23:43,6
32763,32763,http://twitter.com/savash98/statuses/1866266272142405961,"#luigimangioni Incredibly sad situation all around, mostly the senseless murder of the #UnitedHealthcare executive.",1,12/9/2024 23:38,5
32782,32782,http://twitter.com/enjoyer_liberty/statuses/1866265937546211764,"It appears that the broad, left-right populist position is to be supportive of Luigi Mangione and his execution of the UnitedHealthcare CEO.

Not good. Not cool. Gutter culture. Not on board with this type of wretched “populism.”",1,12/9/2024 23:37,5
32955,32955,http://twitter.com/AdamLevin11/statuses/1866263148828692617,"baby luigi is now fatherless, are you all happy now?????",1,12/9/2024 23:26,8
32992,32992,http://twitter.com/TimSchr8108/statuses/1866262526356590962,"Don't be surprised the party of abortion is celebrating the murder of the UnitedHealthcare CEO. 

They despise life and they love death—it’s really that simple.",1,12/9/2024 23:23,1
33065,33065,http://twitter.com/KylieJaneKremer/statuses/1866261468619915612,"It is truly baffling the amount of people who continue to champion the death of Brian Thompson. 

The fact that the suspected shooter, Luigi Mangione, may have had a back injury that he was struggling with does not explain killing a healthcare CEO. 

It makes zero sense to me.…",1,12/9/2024 23:19,5
33082,33082,http://twitter.com/spicoli_75/statuses/1866261190537576572,"#LuigiMangione had back problems, so his solution was murdering the  CEO #BrianThompson.

It's Brian's fault Luigi had back problems.

Thompson's sons had to lose their father because a far left lunatic had back problems.",1,12/9/2024 23:18,18
33148,33148,http://twitter.com/Marti_Chann/statuses/1866260155505238341,"Luigi Mangione retweeted this 2 years ago, what a legend of a man",1,12/9/2024 23:14,0
33155,33155,http://twitter.com/mikenelson586/statuses/1866260070205669469,"Cause, you know, if not maybe you could actually stick to the topic at hand as to why you support the murder of Brian Thompson",1,12/9/2024 23:14,6
33191,33191,http://twitter.com/Elvis_Trump/statuses/1866259448483733838,"Ivy League Education aside, Luigi Mangione obviously had a major screw loose to rationalize that what he did was somehow a good thing. Murdering a business executive in cold blood isn't at all admirable even if one doesn't like the business the executive is in.",1,12/9/2024 23:11,5
33222,33222,http://twitter.com/Freedomite1776/statuses/1866259119016923469,You are definitely NOT alone. All the signs of a US intelligence supported operation. I think Brian Thompson was trying to expose some government meddling in insurance. Brian Thompson had al the receipts. #FBIPatsy #Patsy #Mangione #BadlyTrainedPatsy,1,12/9/2024 23:10,15
33223,33223,http://twitter.com/JoeBauers9106/statuses/1866259089157718325,"So, not only does  condone the violence used by Luigi Mangione to murder the Healthcare CEO, she actually followed/follows him on social media. Following the murder she called for more similar acts. Sounds like a co-conspirator to me.",1,12/9/2024 23:10,5
33438,33438,http://twitter.com/yabaIIabahiya/statuses/1866255248555126989,i need him,1,12/9/2024 22:54,2
33649,33649,http://twitter.com/FeliKittyVR/statuses/1866250916602765472,"RT THIS!!

With Luigi Mangione's name out, we are now going to be bombarded with media takes designed to turn us against him and the class solidarity he made us feel. 

Do NOT fall for it. Remember the anesthesia turnaround. Remember making CEOs scared. ONE man did all of that.",1,12/9/2024 22:37,5
33655,33655,http://twitter.com/MarkLoSmithS5/statuses/1866250843864887731,Went to and graduated from great universities. He was a smart student.,1,12/9/2024 22:37,19
33744,33744,http://twitter.com/BEARDEDKUROIWA/statuses/1866249219599659243,I'm crying the healthcare ceo got assassinated by a guy named Luigi Mansion,1,12/9/2024 22:31,13
33955,33955,http://twitter.com/MikeDybnis/statuses/1866245252404957314,RIP Brian Thompson.,1,12/9/2024 22:15,2
34012,34012,http://twitter.com/BruceEllerstein/statuses/1866244110383714511,"Brian Thompson did not create the U.S. healthcare system. He worked within it and did not deserve to die. 

Half the country just voted for the party intent on taking away healthcare - including protections for the 100M Americans w/ preexisting conditions - along with SS and MC",1,12/9/2024 22:10,15
34090,34090,http://twitter.com/helthcareDOTgov/statuses/1866242574161178637,Luigi’s poor sister must be struggling right now. She should know that I am here for her.,1,12/9/2024 22:04,8
34326,34326,http://twitter.com/TMANXE/statuses/1864771055375827252,"Hopefully UnitedHealthcare CEO Brian Thompson didn't have a pre-existing condition that would void his life insurance policy.

No family should have to deal with that.",1,12/5/2024 20:37,7
34334,34334,http://twitter.com/ohiophinfan1037/statuses/1864764641965990066,"Taylor Lorenz is still celebrating the m*rder of UnitedHealthcare CEO. 

He has a wife who lost her husband. He has children who just lost their father.

This is straight up evil and unhinged.",1,12/5/2024 20:11,1
34457,34457,http://twitter.com/ROparil/statuses/1864707432481423695,"Devastating news. Brian was a good guy. Thinking of his family, friends and colleagues at this difficult time.",1,12/5/2024 16:24,2
34502,34502,http://twitter.com/neontaster/statuses/1864684099702600144,"It goes without saying that there is a very large overlap between the people here celebrating the murder of UnitedHealthcare CEO Brian Thompson and those who celebrate Hamas violence.

There is no limiting principal to those who see violence as an acceptable tool of politics",1,12/5/2024 14:51,11
34566,34566,http://twitter.com/normnorris/statuses/1864627148062879931,"Brian Thompson and his family live in the next town over from me. His wife and two boys are going to sleep tonight after enduring the worst day of their lives. They'll never have a normal holiday season ever again. Millions of people watched their husband & dad get killed.

Shit…",1,12/5/2024 11:05,2
34575,34575,http://twitter.com/Muhamma07089311/statuses/1864618055256383532,"This is a deeply concerning incident, highlighting the need for stronger measures against gun violence in our urban centers. My thoughts are with Brian Thompson's family and colleagues during this difficult time.",1,12/5/2024 10:29,6
34592,34592,http://twitter.com/TUGFansMatter/statuses/1864585137633284261,"Tens of thousands pass by the corner of 6th Avenue and 54th Street everyday in NYC, where UnitedHealth Care CEO Brian Thompson was executed in cold blood, this morning.

I paused when I walked by to offer a prayer for his wife and children, and also for NYC and the USA.

I lived…",1,12/5/2024 8:18,9
34612,34612,http://twitter.com/Hardiman_12/statuses/1864552344169701530,"Brian Thompson, CEO of United Healthcare, was murdered in cold blood this morning. I see posts lamenting the US healthcare system, & I share those sentiments. But more importantly, don't forget the humanity here. He's a person with a mother like you & me. Rip, best to family",1,12/5/2024 6:08,15
34629,34629,http://twitter.com/psicopatafascis/statuses/1864538134802821452,This is horrifying. There is no justification in the world for this type of violence. God bless Brian Thompson and his family.,1,12/5/2024 5:11,6
34637,34637,http://twitter.com/DemcastMN/statuses/1864532219533865347,"Shocked by this brutal and horrific act of targeted violence. My heart goes out to the family, loved ones, and colleagues of Brian Thompson.",1,12/5/2024 4:48,6
34663,34663,http://twitter.com/JulieWHenig/statuses/1864511402372665359,"Brian Thompson, CEO of UnitedHealthcare, was tragically shot and killed this morning outside of a hotel he was staying at in New York City, in what police believe was a targeted attack. Thompson was a father of two.

Senseless gun violence is tearing families apart.

Our hearts…",1,12/5/2024 3:25,9
34665,34665,http://twitter.com/CaroleRyan12389/statuses/1864511013682651507,This is awful—Taylor Lorenz is reportedly celebrating the tragic death of the UnitedHealthcare CEO. 🇺🇸👇🏽,1,12/5/2024 3:24,1
34691,34691,http://twitter.com/silenceonthelam/statuses/1864494100235379195,First positive individual post about UHC’s Brian Thompson that I’ve seen…& it was written by the CEO of a commercial real estate company🤔,1,12/5/2024 2:16,15
34711,34711,http://twitter.com/uncleFredsTweet/statuses/1864478052459163748,Thoughts and deductibles to UHC CEO Brian Thompson. My prayers are unfortunately out-of-network.,1,12/5/2024 1:13,7
34722,34722,http://twitter.com/swel1926/statuses/1864473567846371367,Taylor Lorenz is celebrating the murder of Brian Thompson. She is seriously the most despicable human being.,1,12/5/2024 0:55,14
34749,34749,http://twitter.com/kizu91/statuses/1864460455496044927,"🇺🇸 BRIAN THOMPSON'S WIFE REVEALS DETAILS ABOUT THE FATAL SHOOTING OF HER HUSBAND

The wife of UnitedHealthcare CEO, Paulette Thompson, has revealed that her husband “had been receiving threats” in the days leading up to his tragic shooting earlier today in New York.",1,12/5/2024 0:03,15
34778,34778,http://twitter.com/ojouirl/statuses/1864448638979854646,"Even though it’s no longer perfect, United Healthcare CEO Brian Thompson’s final KD ratio (7,652,103:1) lands him among the all time greats",1,12/4/2024 23:16,7
34791,34791,http://twitter.com/ghostofvangogh1/statuses/1864440024554721719,"Brian Thompson, a 50-year-old father of two and the CEO of UnitedHealthcare, was shot and killed this morning outside the Hilton hotel in Manhattan in what police believe was a targeted attack. Brian was set to speak today at a conference at the hotel.",1,12/4/2024 22:41,9
34794,34794,http://twitter.com/WillWil53372419/statuses/1864437500455833793,"Where's Daniel Penny when you need him?

Men like him might have saved men like CEO Brian Thompson.

Oh... leftist Democrat rotten scumbags like Alvin Bragg and Dafna Yoran have him locked up for fighting crazed criminals.",1,12/4/2024 22:31,14
34801,34801,http://twitter.com/cthomas1211/statuses/1864430244704182746,My heart goes out to Brian Thompson’s family. This is unprecedented and horrifying. I hope the people who put out this hit are brought to justice.,1,12/4/2024 22:03,6
34802,34802,http://twitter.com/Trumplicanchic1/statuses/1864428832817553607,"The news about the murder of UnitedHealthcare CEO Brian Thompson in NYC has brought out the very WORST in some people. The man was a husband, a father, a friend, a human being. People get a bit too carried away with the political narratives behind everything. Despicable behavior.",1,12/4/2024 21:57,11
34805,34805,http://twitter.com/CoolKat98330094/statuses/1864427833616920815,This nut is celebrating the murder of United Healthcare CEO Brian Thompson. These people are sick!,1,12/4/2024 21:53,11
34820,34820,http://twitter.com/bellarubiavalks/statuses/1864422310754583031,"This is heartbreaking. Brian Thompson was well respected by his colleagues in the healthcare industry.

Ann & I were shocked by the news of his tragic death & are praying for his family & the UnitedHealthcare team as they mourn his passing.",1,12/4/2024 21:31,15
34824,34824,http://twitter.com/TheEclecticRad/statuses/1864419414789247463,"To be fair, the ""Kitty Genovese Effect"" is largely a myth and most people who witness a crime and don't do anything about it didn't actually witness the crime because of situational blindness.

But the Brian Thompson Effect *is* heartwarming idea.",1,12/4/2024 21:20,4
34834,34834,http://twitter.com/PawsNeedClaws/statuses/1864413800645935328,"DISGUSTING: Fat left activists are posting videos celebrating the killing of United Healthcare CEO Brian Thompson and describing the murderer as a “hero.”

These same freaks are the ones who say genocide when countries go after terrorists.",1,12/4/2024 20:57,11
34837,34837,http://twitter.com/MaryPapuga/statuses/1864412400272777342,"This is absolutely appalling. This man is celebrating the killing of United Healthcare CEO Brian Thompson, calling the murderer a “hero” & urging others to protect him.

There’s something deeply wrong in our society when violence is justified in this way",1,12/4/2024 20:52,14
34875,34875,http://twitter.com/ldosher41/statuses/1864402385331732533,"Our thoughts are with the family, friends and colleagues of UnitedHealthcare CEO Brian Thompson on this tragic day.",1,12/4/2024 20:12,7
34899,34899,http://twitter.com/myopinion6810/statuses/1864397138626490461,"🚨 JUST IN: Surveillance Footage Shows UnitedHealthcare CEO Fatally Shot: 

Brian Thompson was gunned down outside the Hilton Hotel in Midtown Manhattan. A truly tragic and heartbreaking incident. 🇺🇸 🙏🏾",1,12/4/2024 19:51,9
34922,34922,http://twitter.com/BrujaAnon/statuses/1864391294245618105,"Thoughts & prayers to CEO of UnitedHealthcare, Brian Thompson’s family. 

💅🏼",1,12/4/2024 19:28,7
34939,34939,http://twitter.com/Cjw221776/statuses/1864387542973600106,"Giving me Seth rich vibes. Ceo Brian Thompson was gunned down using a silencer. 

Makes you wonder what he knew? Please lift his family up in prayers. 🙏",1,12/4/2024 19:13,15
34942,34942,http://twitter.com/Sindhura_MVNP/statuses/1864387035890384967,#unitedhealthcare CEO #BrianThompson was fatally shot in #NewYorkCity Rest in peace.,1,12/4/2024 19:11,9
34970,34970,http://twitter.com/TeresaStephenMT/statuses/1864379447299985542,"When the CEO of  can be murdered in Midtown Manhattan in broad daylight, NYC has a HUGE crime problem. Condolences to Brian Thompson's family.",1,12/4/2024 18:41,15
35011,35011,http://twitter.com/JezzJul_/statuses/1864369101067403331,it was easier to find out who my dad was i'm so fucking tired i can't do this i'm so useless and stupid. fuck you luigi,1,12/4/2024 18:00,8
35018,35018,http://twitter.com/mcucolo57/statuses/1864366922587853242,UnitedHealthcare CEO Fatally Shot in NYC 🙏🏼,1,12/4/2024 17:51,9
35023,35023,http://twitter.com/CEOEnterpriseNX/statuses/1864365586479812627,"Our godless society has been groomed to believe that if you’re angry enough, you have a right to be violent and your destructive actions are justified. 

Murder is never justified. 

God have mercy on Mr. Brian Thompson & we pray for his family during this unimaginable time of…",1,12/4/2024 17:46,6
35037,35037,http://twitter.com/kmac5999/statuses/1864356991725957296,Condolences to Mrs. Paulette Thompson and family as well as everyone at  today after such devastating loss. RIP Mr. Brian Thompson. 🙏,1,12/4/2024 17:11,16
35047,35047,http://twitter.com/MilfordSwift/statuses/1864354678185570759,"I get some of the tweets not having much sympathy for United Health CEO Brian Thompson but damn, some of y’all just nasty. Nobody is a fan of healthcare CEOs and yes, they are greedy, but dude was someone’s father, son, brother, husband. Chill with the celebratory tweets.",1,12/4/2024 17:02,7
35054,35054,http://twitter.com/Mac4McCarthy/statuses/1864353512169070911,"I don’t know what this poor man did to deserve such an end, not even in the time of Al Capone

This is horrific

I pray for his soul and for the pain of his loved ones 💔

Brian Thompson, CEO of UnitedHealthcare
New York",1,12/4/2024 16:58,9
35066,35066,http://twitter.com/flowie56/statuses/1864349257798390086,"*UNITEDHEALTH CONFIRMS CEO OF UNITEDHEALTHCARE HAS PASSED
*UNITEDHEALTH WORKING CLOSELY WITH NEW YORK POLICE DEPARTMENT
*UNITEDHEALTH: DEEPLY SADDENED & SHOCKED AT PASSING OF THOMPSON",1,12/4/2024 16:41,9
35084,35084,http://twitter.com/LisaTimmer88085/statuses/1864342278937993688,"Whatever you may think of Mr. Brian Thompson, his company, or the health insurance industry in general, I'm sure decent people can agree that this act is heinous, and Mr. Thompson & his associates, friends & family don't deserve this.

Condolences 🙏 to Mr. Thompson's family.",1,12/4/2024 16:13,15
35087,35087,http://twitter.com/SamHope40223413/statuses/1864340380495257870,Yikes. Impossible for the hypothetical gears not to turn in reading this story. RIP.,1,12/4/2024 16:05,16
35118,35118,http://twitter.com/Tejanala/statuses/1864332941729366352,This is a horrifying and shocking act of violence. My thoughts are with Brian Thompson’s family and loved ones and all those working at United Healthcare in Minnesota.,1,12/4/2024 15:36,6
35143,35143,http://twitter.com/VanshayM/statuses/1864327877568729309,"This is horrifying news and a terrible loss for the business and health care community in Minnesota.

Minnesota is sending our prayers to Brian’s family and the UnitedHealthcare team.",1,12/4/2024 15:16,16
35155,35155,http://twitter.com/NVKaren/statuses/1864323817864351939,"Praying for the family of Brian Thompson. 

An apparent targeted murder was carried out in one of the safest neighborhoods in NYC while our disgraceful DA Alvin Bragg has abdicated his responsibility in favor of political crusades and locking up hero Daniel Penny. 

Vote him out.",1,12/4/2024 15:00,16
35206,35206,http://twitter.com/StaceyW32933359/statuses/1864313999963099199,"Wow. RIP. I worked in healthcare quite a bit and know this man. Awful.

United Health CEO Brian Thompson killed outside Manhattan hotel - Daily Mail",1,12/4/2024 14:21,7
35331,35331,http://twitter.com/D2020T/statuses/1870966469137457188,"Brian Thompson is watching that tweet from the grave, crying because someone actually was treat correctly.",1,12/22/2024 22:55,2
35367,35367,http://twitter.com/Jeni41671/statuses/1870957326821450186,". sick, twisted, demonic

RIP Brian Thompson - Father, Husband, Son",1,12/22/2024 22:19,2
35371,35371,http://twitter.com/amish_hooligan/statuses/1870956372462096845,"If you celebrate someone gunning down a defenceless person in the street, then you advocate for a world in which this is an acceptable thing ... to do. You in fact advocate for a world in which a stranger can decide that you’re also a bad person, and gun you down in the street",1,12/22/2024 22:15,6
35380,35380,http://twitter.com/Horny4Ryobi/statuses/1870954589568262379,"Luigi didn't do a single thing to harm the healthcare industry itself. All he did was take a father away from his children and slightly annoy the board for the week or so it takes them to appoint a new CEO
The machine marches on",1,12/22/2024 22:08,13
35396,35396,http://twitter.com/Daytradestonks/statuses/1870952311742406864,Luigi and you are not alike. You’re a pos and he’s the Rage Against The MAchine. You’re the machine dumb fk.,1,12/22/2024 21:59,8
35447,35447,http://twitter.com/Dragontail110/statuses/1870941315812528166,"Watch: ‘Saturday Night Live‘ Audience Shockingly Cheers for Luigi Mangione  via 

Amazing the level of evil and stupidity of that Audience.",1,12/22/2024 21:15,0
35453,35453,http://twitter.com/DeronEsco5763/statuses/1870939366631280827,"My point is that if you have no regard for the life of Brian Thompson, your own brother, how can you love anybody else?",1,12/22/2024 21:08,2
35474,35474,http://twitter.com/TheMobRules73/statuses/1870935639304315006,"LUIGI MANGIONE is a BLOODY COWARD and a PUNK.
He shot a man in COLD BLOOD and in THE BACK. 
That mans FAMILY now have the worst Christmas to go through this year. Thanks to this piece of filth. 
And people SUPPORTING him or CHEERING HIM ON and getting TATTOOS of him on them. I…",1,12/22/2024 20:53,0
35480,35480,http://twitter.com/Gyeff01/statuses/1870934122287206516,Brian Thompson would still be alive today if the government took responsibility and protected him against the government assassins.,1,12/22/2024 20:47,2
35526,35526,http://twitter.com/venomtalariquer/statuses/1870927300218527943,Luigi paved the way,1,12/22/2024 20:20,8
35550,35550,http://twitter.com/AhmedRazick/statuses/1870921890329477533,"This guy is arguably more of a threat to society than Luigi. Piece of shit, motherfucker, terrorizing/murdering someone who was sleeping? And no one acting to help! Just screaming, filming, and running away? Morally bankrupt society.",1,12/22/2024 19:58,3
35600,35600,http://twitter.com/John46049649/statuses/1870915013226938544,It’s ok to be mad at how they do business. It’s ok to be upset that they make more money than you do. I It’s never ok to cowardly murder anyone! And then cheering on the murderer?! How sick are you?,1,12/22/2024 19:31,14
35655,35655,http://twitter.com/Harman_is_here/statuses/1870905669773410804,I’m 💯 judging anyone who posts a single thing about Luigi CEO murderer being hot or needing to be freed. Modern day psychopathic groupies.,1,12/22/2024 18:54,17
35683,35683,http://twitter.com/only_Bodhidarma/statuses/1870898803844563177,"They could have WALKED AWAY from Kyle and LIVED.... Luigi WALKED UP TO his victim and made sure he DIED! so now that you have that in plain language... FUCK RIGHT OFF, and when you get there, FUCK OFF SOME MORE!",1,12/22/2024 18:26,12
35805,35805,http://twitter.com/migueljose_85/statuses/1870876791423828139,That poor woman and family I would Luigi everyone involved,1,12/22/2024 16:59,3
35824,35824,http://twitter.com/AndersKomi/statuses/1870873780513571218,Maybe billionaires want him dead. The man is like a fucking messiah. People have made T-shirts and memorabilia. He’s already made history. Luigi started a movement that they are trying desperately to contain and they’re failing.,1,12/22/2024 16:47,3
35916,35916,http://twitter.com/PhydellaLL/statuses/1870858452320563521,Why does  & their media good fellows in  always worship the rioters who want to burn 🇺🇸 down & murderers like Luigi Mangione who targeted an innocent person who was just following government Obamacare rules the  wrote that dictates who gets what Healthcare if any 🤔,1,12/22/2024 15:46,5
35966,35966,http://twitter.com/Lashleybells/statuses/1870848286191661307,"Crowd cheers as SNL mentions UnitedHealthcare CEO k*ller Luigi Mangione.

This is what moral bankruptcy looks like.",1,12/22/2024 15:06,5
35971,35971,http://twitter.com/HaroldPeckNYC/statuses/1870847204824400072,I also don’t want to hang out with you if you think the UnitedHealthcare CEO murder was a good thing. And you celebrate the murderer.,1,12/22/2024 15:01,1
36010,36010,http://twitter.com/daisy_enny11/statuses/1870836987391021105,These people cheering for Mangione are repulsive. What do they cherish? A deep sickness.,1,12/22/2024 14:21,10
36049,36049,http://twitter.com/NYANGOTOAYIEKO/statuses/1870828754202759650,Imagine being Brian Thompson’s wife and 2 sons and seeing this.,1,12/22/2024 13:48,2
36063,36063,http://twitter.com/EWade58331/statuses/1870826231576322219,"The only back fire in this case, is that Luigi Mangione shot Brian Thomson in the back and killed him..! (He's a murderer, and a coward.!)",1,12/22/2024 13:38,0
36079,36079,http://twitter.com/GarlandEva23360/statuses/1870821129780166989,This guy mangione thinks he’s done society a favor buy killing a CEO. He’s actually proven he’s a coward especially when you shoot a man in the back. This man had a wife and family and he’s a sick young man and I hope he gets the death penalty or lots of jail time,1,12/22/2024 13:18,10
36108,36108,http://twitter.com/MAGA_Doog/statuses/1870814029238714599,"Lmfao Kyle legally protected himself from an attack by pedos! 

Meanwhile democrats celebrate lithium Luigi assassinating a CEO on the streets! 

Not hard to tell which party is for the United States constitution 🇺🇸",1,12/22/2024 12:49,12
36164,36164,http://twitter.com/CandidMan01/statuses/1870788631327277121,"Here's the difference.

Victim of Rittenhouse:

""Rosenbaum was convicted of two felony counts of child molestation and inappropriate sexual activity with children, including anal rape""

All three shot at were not good people.

Luigi killed a pretty upstanding citizen. Fuck him.",1,12/22/2024 11:09,12
36174,36174,http://twitter.com/marianaslopes/statuses/1870783105885512152,I’m praying for him and his family! Stay strong Luigi 🙏🏼,1,12/22/2024 10:47,8
36225,36225,http://twitter.com/Break4Bad/statuses/1870754042525135254,This is so sickening! ~ Weekend Update mentions CEO kiIIer Luigi Mangione and the crowd applauds & cheers 🙄🤨,1,12/22/2024 8:51,0
36298,36298,http://twitter.com/imthatsanebitch/statuses/1870722841873903896,ppl actually think there’s huge support for luigi and his actions only bcuz he’s “attractive”… PUT THE APP DOWN AND GO TALK TO REAL PPL OHMYGODDDD,1,12/22/2024 6:47,8
36334,36334,http://twitter.com/thvyonce/statuses/1870713114930688168,no way y’all are making luigi mangione photocards 😭😭,1,12/22/2024 6:08,0
36399,36399,http://twitter.com/JosephR29765299/statuses/1870690624854270322,"You delusional nut 🥜 cracker, coward Luigi shot a father and husband in the back!! You people definitely have a few screws loose! Maybe if it was your Dad you might feel a little pain? Or You’d probably run off with Luigi 🤦‍♂️",1,12/22/2024 4:39,3
36499,36499,http://twitter.com/soloer101/statuses/1870662016140275837,What Luigi did was murder on video not self defense. Go back to your delusions.,1,12/22/2024 2:45,12
36528,36528,http://twitter.com/nametenbooks/statuses/1870654993097015779,Brian Thompson's a bear 🫶🏳️‍🌈🫃,1,12/22/2024 2:18,2
36545,36545,http://twitter.com/MidoriAnzai/statuses/1870651857368182922,"I’m getting so sick of these pro-Mangione posts, so THANK YOU for this.",1,12/22/2024 2:05,10
36638,36638,http://twitter.com/RightOnRed76/statuses/1870626377512472926,"Now, if Luigi Mangione did this, we'd applaud him. Instead, he killed an innocent man with a family during the holidays. If this dude has a gofundme, I'd happily donate.",1,12/22/2024 0:24,0
36652,36652,http://twitter.com/Brenn01966/statuses/1870621883521212916,"You know Luigi is a ""rich person"" too, right? Unlike Brian Thompson, who was the son of a farm worker and worked his way up, Luigi comes from a rich family.",1,12/22/2024 0:06,3
36708,36708,http://twitter.com/felipe_jsn/statuses/1870608768796643507,"Given the communist nature of most universities around here in Brazil, this only reinforces the fact that Luigi Mangione is nothing but a murderer and a criminal, not a hero.",1,12/21/2024 23:14,0
36742,36742,http://twitter.com/_ROB_29/statuses/1870603270068297861,"Leftists seem to not understand you can’t say one homicide is unacceptable and another acceptable just because one homicide fits your radicalized views. 

The UnitedHealthcare CEO was murdered in cold blood. Mangione is no hero. He should be prosecuted to the fullest extent of…",1,12/21/2024 22:52,10
36752,36752,http://twitter.com/KevinFores27735/statuses/1870600315365380242,"If u like Luigi Mangione for what he did, you have a criminal mind and are untrustworthy.",1,12/21/2024 22:40,0
36795,36795,http://twitter.com/milleropoulos/statuses/1870592404723782105,"Agreed. This has all been wrong. This Luigi guy is a well educated evil person that has earned a long prison sentence for his cold blooded, unabomber manifesto-inspired, murder.",1,12/21/2024 22:09,17
36840,36840,http://twitter.com/TraeWilson9/statuses/1870582861784551881,"This whole Luigi Mangione situation is giving real John Brown vibes, and that's both really good and really bad. The ruling powers got scared, overreacted, and murdered a hero, because him, his actions and his ideas, were a fundamental threat to their way of life.",1,12/21/2024 21:31,0
36862,36862,http://twitter.com/Sarah_on_X/statuses/1870577076589543455,"Seems like there’s a larger portion of society, who just does not value human life

Same with the United healthcare CEO. People cheering on Luigi.

Sanity needs to be brought back and actual leadership",1,12/21/2024 21:08,13
36888,36888,http://twitter.com/kareemjeanjr/statuses/1870571303855607862,What your point? I still think this has nothing to do with what happened to him. What Luigi did is way worse.,1,12/21/2024 20:45,3
36909,36909,http://twitter.com/ChewiesLover/statuses/1870567788055548122,"If you support Luigi Magione killing Brian Thompson, you also want to assassinate Obama and Pelosi for ACA.",1,12/21/2024 20:31,13
36927,36927,http://twitter.com/King_Yokel/statuses/1870564726201364991,"God bless. Please Sean, get to Luigi, he needs a true Italian in his corner.",1,12/21/2024 20:19,8
36981,36981,http://twitter.com/AXXA13365950/statuses/1870556233133850698,"Brian never killed a single person. Mangione is a terrorist and a fascist. Killing a people because they're capitalist is fascism, just like killing people because they're communist would be. Everybody who supports Mangione is a fascist bootlicker.",1,12/21/2024 19:45,10
36999,36999,http://twitter.com/Sam58987129069/statuses/1870552874394284085,"To retards, yes.

If he gunned down your family member, he wouldn't be a hero, now would he?

I'm sure his Brian Thompson's wife and kids don't appreciate that u r celebrating his death.",1,12/21/2024 19:32,4
37007,37007,http://twitter.com/WY4TT_Earp/statuses/1870551854834483662,"I still think it was an inside job. 
CEO was about to spill the beans so they whacked him.
This Luigi whoever is just the patsy. He had to get caught and go down for it. 
Meanwhile, all the shit the CEO was about to expose? 
Yeah. We'll never know. Must be pretty damning.",1,12/21/2024 19:28,13
